economy;economycode;female;age;educ;inc_q;emp_in;urbanicity;dig_account;borrowed;saved;fin2;anydigpayment;fin45;internet_use
Croatia;HRV;1;32;3;1;1;1;1;0;1;1;1;7;1
Croatia;HRV;1;27;3;5;1;2;1;1;0;1;1;6;1
Croatia;HRV;1;20;2;4;2;2;1;1;1;1;1;1;1
Croatia;HRV;1;74;1;3;2;1;0;0;0;2;1;4;0
Croatia;HRV;2;65;2;3;2;2;0;0;0;1;1;1;1
Croatia;HRV;2;36;2;3;1;1;1;1;1;1;1;3;1
Croatia;HRV;1;15;1;2;2;1;0;0;1;1;1;7;1
Croatia;HRV;1;66;2;4;2;2;1;1;0;1;1;3;1
Croatia;HRV;2;28;3;3;1;1;1;1;0;1;1;6;1
Croatia;HRV;1;75;1;2;2;1;0;0;1;1;1;7;0
Croatia;HRV;2;38;3;4;1;1;1;0;0;1;0;3;1
Croatia;HRV;1;57;3;4;1;1;1;1;1;1;1;4;1
Croatia;HRV;2;30;3;3;1;1;1;0;1;1;1;1;1
Croatia;HRV;2;53;2;4;1;1;1;1;0;1;1;3;1
Croatia;HRV;2;39;2;5;1;1;0;0;1;1;1;2;1
Croatia;HRV;1;72;2;3;2;1;1;0;1;1;1;3;0
Croatia;HRV;2;30;2;5;1;1;1;1;0;1;1;3;1
Croatia;HRV;2;60;3;4;1;2;1;1;0;1;1;7;1
Croatia;HRV;1;30;2;1;1;1;1;1;0;1;1;2;1
Croatia;HRV;2;42;3;5;1;2;1;1;1;1;1;1;1
Croatia;HRV;1;46;3;4;1;1;1;1;1;1;1;6;1
Croatia;HRV;1;27;3;5;1;1;1;1;0;1;1;4;1
Croatia;HRV;2;47;2;2;1;1;1;1;1;1;1;3;1
Croatia;HRV;1;24;3;4;1;1;1;0;0;1;1;5;1
Croatia;HRV;2;45;3;5;1;1;1;1;1;1;1;1;1
Croatia;HRV;1;47;2;3;1;1;1;1;1;1;1;6;1
Croatia;HRV;2;73;2;1;2;1;1;0;1;1;1;3;1
Croatia;HRV;1;51;3;5;1;2;1;1;0;1;1;7;1
Croatia;HRV;2;24;3;2;1;1;1;1;1;1;1;4;1
Croatia;HRV;2;70;2;2;2;1;1;0;1;1;1;3;0
Croatia;HRV;1;74;2;4;2;1;1;0;1;1;1;1;1
Croatia;HRV;1;16;1;5;2;1;0;0;0;2;0;7;1
Croatia;HRV;1;56;2;5;1;1;1;1;1;1;1;7;1
Croatia;HRV;1;73;1;2;2;1;1;0;1;1;1;1;0
Croatia;HRV;1;66;2;4;1;1;1;0;0;1;1;4;1
Croatia;HRV;1;34;2;2;1;2;1;1;1;1;1;5;1
Croatia;HRV;1;40;2;1;1;1;1;1;1;1;1;3;1
Croatia;HRV;1;77;1;2;1;1;1;1;1;1;1;4;0
Croatia;HRV;1;42;3;4;1;2;1;1;1;1;1;5;1
Croatia;HRV;2;28;3;5;1;2;1;0;0;1;1;4;1
Croatia;HRV;1;24;2;5;2;2;1;0;1;1;1;7;1
Croatia;HRV;1;65;2;2;2;1;1;0;1;1;1;3;1
Croatia;HRV;2;27;3;3;1;2;1;1;1;1;1;1;1
Croatia;HRV;1;50;3;1;1;1;0;0;0;1;1;1;1
Croatia;HRV;2;34;2;3;1;1;1;1;0;1;1;4;1
Croatia;HRV;2;30;2;1;1;1;1;1;1;1;1;2;1
Croatia;HRV;2;17;1;2;2;1;0;0;0;2;0;7;1
Croatia;HRV;2;68;2;4;2;1;0;0;0;1;1;3;1
Croatia;HRV;1;58;2;4;1;1;1;1;0;1;1;3;1
Croatia;HRV;2;30;2;2;1;1;1;1;1;1;1;4;1
Croatia;HRV;2;39;2;3;1;1;1;0;0;1;1;6;1
Croatia;HRV;1;72;1;1;2;1;1;1;1;1;1;1;0
Croatia;HRV;1;33;2;3;1;1;1;1;1;1;1;3;1
Croatia;HRV;2;29;2;3;1;1;1;1;1;1;1;7;1
Croatia;HRV;1;62;3;5;1;2;1;1;1;1;1;1;1
Croatia;HRV;1;60;2;3;1;1;1;1;1;1;1;4;0
Croatia;HRV;2;40;3;3;1;1;1;0;1;1;1;4;1
Croatia;HRV;1;23;3;1;1;1;1;0;0;1;1;6;1
Croatia;HRV;2;55;2;3;1;1;1;1;1;1;1;3;1
Croatia;HRV;2;64;2;2;2;1;1;1;1;1;1;3;1
Croatia;HRV;1;23;2;3;1;1;1;1;1;1;1;5;1
Croatia;HRV;2;20;2;3;2;2;0;0;1;1;0;7;1
Croatia;HRV;1;30;3;5;1;1;1;1;1;1;1;1;1
Croatia;HRV;2;70;2;1;2;1;0;0;1;1;0;3;0
Croatia;HRV;2;15;1;2;2;1;0;0;0;2;0;5;1
Croatia;HRV;1;44;2;5;1;2;1;1;0;1;1;7;1
Croatia;HRV;2;69;2;2;2;1;1;0;1;1;1;3;1
Croatia;HRV;2;49;2;3;1;2;1;1;1;1;1;6;1
Croatia;HRV;1;38;3;5;1;2;1;1;1;1;1;2;1
Croatia;HRV;1;65;2;1;1;1;1;0;0;1;1;1;1
Croatia;HRV;2;44;3;2;1;1;1;1;1;1;1;1;1
Croatia;HRV;2;68;3;4;2;2;1;0;1;1;1;1;1
Croatia;HRV;1;63;2;5;1;1;1;1;0;1;1;3;1
Croatia;HRV;2;30;2;2;1;1;1;1;1;1;1;1;1
Croatia;HRV;2;58;2;2;1;1;1;1;1;1;1;6;1
Croatia;HRV;1;67;2;1;2;1;0;1;0;1;1;3;0
Croatia;HRV;2;66;3;3;1;1;0;1;0;1;1;3;1
Croatia;HRV;2;20;2;1;2;1;0;0;0;1;1;5;1
Croatia;HRV;1;68;2;1;2;1;0;0;0;1;1;1;1
Croatia;HRV;1;58;2;3;1;1;1;1;0;1;0;7;1
Croatia;HRV;2;42;2;4;1;1;1;1;1;1;1;4;1
Croatia;HRV;2;33;3;2;1;1;1;1;1;1;1;1;1
Croatia;HRV;1;59;2;3;2;1;1;1;1;1;1;3;1
Croatia;HRV;2;54;3;3;1;1;1;1;0;1;1;8;1
Croatia;HRV;2;38;3;5;1;1;1;0;1;1;1;5;1
Croatia;HRV;2;40;3;2;1;1;1;0;1;1;1;1;1
Croatia;HRV;2;46;2;1;1;1;1;1;1;1;1;4;1
Croatia;HRV;2;69;2;5;2;1;1;0;1;1;1;3;1
Croatia;HRV;1;50;1;4;1;1;1;1;1;1;1;1;1
Croatia;HRV;1;70;1;2;2;1;0;1;0;2;0;3;1
Croatia;HRV;2;47;2;2;1;1;1;1;0;1;1;3;1
Croatia;HRV;2;29;3;1;1;1;1;1;1;1;1;8;1
Croatia;HRV;2;35;2;5;1;1;1;0;0;1;1;3;1
Croatia;HRV;1;61;2;2;1;1;1;1;0;1;1;3;1
Croatia;HRV;2;38;2;4;1;2;1;1;0;1;1;4;1
Croatia;HRV;1;57;2;3;1;1;1;1;0;1;1;1;1
Croatia;HRV;1;27;2;1;1;1;1;1;0;1;1;4;1
Croatia;HRV;1;70;2;2;2;1;1;0;1;1;1;3;1
Croatia;HRV;2;78;1;3;2;1;0;0;0;1;1;4;0
Croatia;HRV;1;22;2;3;1;1;1;0;1;1;1;7;1
Croatia;HRV;2;48;3;4;1;1;1;1;1;1;1;6;1
Croatia;HRV;1;18;1;2;2;1;0;0;0;2;0;5;1
Croatia;HRV;2;81;1;1;2;2;1;0;1;1;1;1;0
Croatia;HRV;1;56;2;5;1;1;1;1;1;1;1;4;1
Croatia;HRV;2;66;2;3;2;1;0;0;0;1;1;1;1
Croatia;HRV;1;66;2;1;2;2;1;1;0;1;1;4;0
Croatia;HRV;1;48;3;3;1;1;1;1;1;1;1;4;1
Croatia;HRV;2;53;2;3;2;2;1;1;0;1;1;3;1
Croatia;HRV;1;56;2;3;1;1;1;1;1;1;1;1;1
Croatia;HRV;2;67;1;5;2;2;0;0;0;1;1;7;0
Croatia;HRV;1;15;1;4;2;1;0;0;1;1;0;7;1
Croatia;HRV;1;53;2;5;1;1;1;1;1;1;1;7;1
Croatia;HRV;2;70;2;3;2;1;1;0;1;1;1;3;1
Croatia;HRV;2;48;2;2;1;2;1;1;1;1;1;6;1
Croatia;HRV;1;65;2;3;1;1;1;0;1;1;1;1;1
Croatia;HRV;1;30;3;5;1;1;1;1;1;1;1;3;1
Croatia;HRV;2;75;2;3;2;1;0;1;0;1;1;1;1
Croatia;HRV;2;31;2;3;1;1;1;1;0;1;1;4;1
Croatia;HRV;1;72;2;1;2;1;0;0;0;1;1;1;0
Croatia;HRV;1;58;3;5;1;1;0;1;1;2;1;4;0
Croatia;HRV;2;31;3;3;1;1;1;1;1;1;1;1;1
Croatia;HRV;1;69;2;1;2;1;1;0;0;1;1;3;1
Croatia;HRV;1;47;2;1;1;1;1;1;1;1;1;1;1
Croatia;HRV;2;68;2;4;2;1;1;0;1;1;1;1;1
Croatia;HRV;1;36;2;2;1;1;1;1;1;1;1;6;1
Croatia;HRV;2;33;3;5;1;2;1;1;1;1;1;1;1
Croatia;HRV;1;32;3;2;1;1;1;1;1;1;1;1;1
Croatia;HRV;1;56;2;4;1;1;1;1;1;1;1;1;1
Croatia;HRV;2;16;1;4;2;1;0;0;0;2;0;8;1
Croatia;HRV;1;25;2;5;1;2;1;1;1;1;1;1;1
Croatia;HRV;1;67;2;2;2;1;1;0;1;1;1;3;1
Croatia;HRV;2;53;1;4;1;1;1;0;1;1;1;1;1
Croatia;HRV;2;57;2;3;1;1;1;1;0;1;1;1;1
Croatia;HRV;1;15;1;5;2;1;0;0;1;2;0;4;1
Croatia;HRV;2;23;2;4;1;1;1;1;1;1;1;6;1
Croatia;HRV;1;35;3;4;1;1;1;1;0;1;1;3;1
Croatia;HRV;2;58;3;5;2;1;1;0;0;1;1;3;1
Croatia;HRV;1;57;3;5;1;1;1;0;1;1;1;7;1
Croatia;HRV;2;18;1;2;2;1;0;0;0;2;0;7;1
Croatia;HRV;1;40;3;4;1;1;1;0;0;1;1;6;1
Croatia;HRV;2;28;3;4;1;1;1;1;1;1;1;6;1
Croatia;HRV;2;51;2;2;1;1;1;0;0;1;1;5;1
Croatia;HRV;2;20;2;3;1;1;1;1;0;1;1;3;1
Croatia;HRV;1;62;2;3;1;1;1;0;1;1;1;1;1
Croatia;HRV;1;50;2;3;1;1;1;1;1;1;1;2;1
Croatia;HRV;1;20;2;5;2;2;1;0;0;1;1;5;1
Croatia;HRV;2;63;2;2;2;1;1;0;1;1;1;4;1
Croatia;HRV;2;48;2;4;1;1;1;1;1;1;1;3;1
Croatia;HRV;2;50;2;1;1;1;1;1;1;1;1;1;1
Croatia;HRV;2;15;1;1;2;1;0;0;0;2;0;7;1
Croatia;HRV;2;77;2;1;2;1;0;1;1;2;1;3;0
Croatia;HRV;1;28;3;1;1;2;1;1;1;1;1;1;1
Croatia;HRV;1;36;2;1;1;1;1;0;0;1;1;4;1
Croatia;HRV;1;27;2;4;1;2;1;0;0;1;1;1;1
Croatia;HRV;1;42;2;4;2;2;1;1;0;1;1;3;1
Croatia;HRV;2;21;2;5;1;1;1;1;1;1;1;6;1
Croatia;HRV;2;33;3;4;1;1;1;1;0;1;1;4;1
Croatia;HRV;1;34;2;1;2;2;1;1;0;1;1;4;1
Croatia;HRV;1;32;3;4;1;1;1;1;1;1;1;7;1
Croatia;HRV;2;72;2;5;2;2;0;1;1;1;1;3;0
Croatia;HRV;2;68;2;4;2;1;1;0;1;1;1;3;1
Croatia;HRV;2;35;3;2;1;1;1;0;1;1;1;3;1
Croatia;HRV;2;68;2;3;2;1;1;0;1;1;1;6;1
Croatia;HRV;2;51;2;4;1;1;1;1;1;1;1;4;1
Croatia;HRV;2;66;2;3;2;1;1;0;1;1;1;4;1
Croatia;HRV;1;21;2;4;1;1;1;0;0;1;1;6;1
Croatia;HRV;1;40;3;5;1;1;1;0;1;1;1;7;1
Croatia;HRV;1;23;2;4;1;2;1;0;1;1;1;1;1
Croatia;HRV;2;81;2;2;2;2;0;0;1;1;1;1;0
Croatia;HRV;2;53;2;3;1;1;1;1;1;1;1;1;1
Croatia;HRV;1;72;2;1;2;1;1;0;1;1;1;3;0
Croatia;HRV;1;25;2;5;1;1;1;1;1;1;1;3;1
Croatia;HRV;2;63;2;5;2;1;1;0;1;1;1;3;1
Croatia;HRV;2;70;1;2;2;1;0;0;1;2;1;1;1
Croatia;HRV;2;39;2;2;1;2;1;1;1;1;1;7;1
Croatia;HRV;1;25;2;4;1;1;1;1;1;1;1;1;1
Croatia;HRV;1;32;3;5;1;1;1;1;1;1;1;6;1
Croatia;HRV;1;29;2;5;1;1;1;1;1;1;1;3;1
Croatia;HRV;2;54;2;3;1;2;1;1;0;1;1;1;1
Croatia;HRV;2;61;2;3;2;1;1;1;1;1;1;6;1
Panama;PAN;1;71;1;1;2;1;0;0;0;2;0;7;0
Panama;PAN;1;30;2;2;2;1;0;1;1;2;0;4;1
Panama;PAN;2;70;1;3;2;1;0;0;0;1;0;4;0
Panama;PAN;2;40;3;5;1;1;1;1;1;1;1;1;1
Panama;PAN;1;19;2;3;2;2;0;1;1;2;1;1;0
Panama;PAN;2;40;2;5;1;2;1;0;0;1;0;6;1
Panama;PAN;1;70;2;5;1;2;1;1;1;1;1;3;1
Panama;PAN;1;21;2;5;2;1;0;0;1;2;0;5;1
Panama;PAN;2;22;2;5;2;1;0;1;1;2;0;3;1
Panama;PAN;1;42;2;2;1;2;1;1;1;1;1;4;1
Panama;PAN;2;57;2;4;1;1;0;0;1;1;0;6;1
Panama;PAN;2;40;2;4;1;1;1;1;0;1;1;3;1
Panama;PAN;1;41;2;4;1;1;1;0;1;1;1;6;1
Panama;PAN;1;70;2;4;2;1;0;0;1;1;1;6;1
Panama;PAN;1;54;1;2;1;1;1;1;0;1;1;1;1
Panama;PAN;1;19;2;1;2;1;0;0;0;2;0;8;1
Panama;PAN;1;58;2;3;2;1;0;0;0;2;0;5;1
Panama;PAN;2;23;3;5;1;2;1;0;1;1;1;4;1
Panama;PAN;1;21;2;1;2;1;0;1;0;2;0;4;0
Panama;PAN;1;62;2;5;2;2;1;0;0;2;1;8;1
Panama;PAN;1;31;1;2;2;1;0;1;1;2;0;4;1
Panama;PAN;1;61;2;2;2;2;1;1;1;1;1;1;1
Panama;PAN;1;20;2;5;2;2;0;0;0;2;0;4;1
Panama;PAN;1;29;3;5;1;1;1;1;1;1;1;4;1
Panama;PAN;1;33;2;3;1;1;0;0;1;2;1;4;1
Panama;PAN;1;45;2;1;2;1;0;1;0;2;0;4;1
Panama;PAN;1;35;3;2;2;1;0;0;0;2;1;5;1
Panama;PAN;1;55;2;5;2;2;1;1;1;2;1;4;1
Panama;PAN;2;75;1;3;1;1;1;1;1;1;1;3;0
Panama;PAN;1;50;2;5;1;2;1;1;1;1;1;5;1
Panama;PAN;1;35;2;4;2;1;0;0;0;1;1;3;1
Panama;PAN;2;64;2;2;2;2;1;0;1;1;1;4;0
Panama;PAN;1;32;3;5;1;2;1;1;1;1;1;3;1
Panama;PAN;1;62;2;2;1;1;1;0;1;1;1;4;0
Panama;PAN;1;40;3;3;1;2;0;0;0;1;1;3;1
Panama;PAN;1;30;2;5;1;2;1;1;1;1;1;1;1
Panama;PAN;2;72;2;4;1;1;0;1;0;2;0;3;1
Panama;PAN;1;90;1;4;2;1;0;0;0;1;1;4;0
Panama;PAN;2;89;1;1;2;1;0;0;0;2;0;3;0
Panama;PAN;1;20;3;5;2;2;1;0;1;1;1;3;1
Panama;PAN;1;42;3;4;1;1;0;1;0;2;0;1;1
Panama;PAN;2;75;1;1;2;1;0;0;0;2;0;2;0
Panama;PAN;1;18;2;2;2;1;0;0;1;2;0;3;1
Panama;PAN;2;18;2;2;1;1;0;0;0;2;0;5;1
Panama;PAN;1;55;3;4;1;1;1;0;1;2;1;1;1
Panama;PAN;1;25;1;2;2;2;0;1;0;2;0;7;1
Panama;PAN;1;50;3;4;2;1;1;1;1;2;1;3;1
Panama;PAN;2;76;2;4;1;2;0;0;1;2;1;3;0
Panama;PAN;1;40;2;2;2;2;0;0;0;2;0;4;1
Panama;PAN;1;42;2;1;2;1;1;0;0;1;0;1;0
Panama;PAN;1;63;2;2;1;2;1;0;0;2;0;3;1
Panama;PAN;1;44;3;2;1;2;1;1;0;2;1;4;1
Panama;PAN;2;62;2;2;1;2;0;1;0;2;0;1;1
Panama;PAN;1;26;3;2;2;1;0;0;0;2;0;5;0
Panama;PAN;1;64;1;2;2;2;1;0;1;2;1;3;1
Panama;PAN;2;63;2;4;1;1;1;1;0;1;1;3;1
Panama;PAN;1;55;2;2;2;1;0;0;0;2;0;4;1
Panama;PAN;1;21;2;2;1;1;0;0;1;2;0;4;1
Panama;PAN;2;22;2;4;2;1;1;1;1;1;1;4;1
Panama;PAN;2;19;2;1;2;1;0;0;0;2;0;4;1
Panama;PAN;1;18;2;1;1;1;0;1;1;2;0;4;1
Panama;PAN;2;62;2;1;1;2;0;0;0;2;0;7;0
Panama;PAN;2;45;2;4;1;1;0;0;0;2;0;1;1
Panama;PAN;1;57;1;2;1;1;0;1;0;1;0;3;0
Panama;PAN;1;26;2;4;2;1;1;1;1;2;1;4;1
Panama;PAN;2;75;2;3;1;2;0;1;1;1;0;4;1
Panama;PAN;2;34;2;4;1;2;0;0;0;2;0;2;1
Panama;PAN;1;37;2;1;1;1;1;0;0;1;1;3;1
Panama;PAN;1;23;2;2;2;1;0;0;0;2;0;7;1
Panama;PAN;2;57;1;1;1;1;0;0;0;2;0;3;0
Panama;PAN;1;26;2;3;1;2;0;0;1;2;0;5;1
Panama;PAN;2;66;3;4;2;2;0;0;1;1;0;6;0
Panama;PAN;2;90;1;1;2;1;0;0;0;2;0;4;0
Panama;PAN;1;39;3;2;1;1;0;0;0;1;0;3;1
Panama;PAN;2;44;2;5;1;1;0;0;0;2;0;4;1
Panama;PAN;1;56;2;4;1;2;0;0;1;2;0;4;1
Panama;PAN;1;40;3;5;1;1;1;1;1;2;1;5;1
Panama;PAN;1;24;3;3;1;2;1;0;0;1;1;3;1
Panama;PAN;1;22;2;3;1;2;1;1;1;1;1;4;1
Panama;PAN;1;61;3;5;2;2;0;1;0;1;0;6;1
Panama;PAN;1;67;2;4;2;1;0;0;0;2;0;1;1
Panama;PAN;2;18;2;5;1;2;0;1;1;2;0;4;1
Panama;PAN;1;16;2;2;2;1;1;1;0;1;0;3;1
Panama;PAN;1;40;2;2;1;1;0;0;0;2;0;5;0
Panama;PAN;2;40;3;4;1;2;1;0;1;1;1;3;1
Panama;PAN;2;25;2;3;1;1;1;1;1;1;1;4;1
Panama;PAN;2;28;2;4;1;1;1;1;1;1;1;3;1
Panama;PAN;1;31;2;3;2;1;0;0;0;2;0;3;1
Panama;PAN;1;38;1;2;1;1;0;1;0;2;0;5;1
Panama;PAN;1;51;1;1;2;1;0;1;0;2;0;3;1
Panama;PAN;1;17;2;1;2;1;0;1;1;2;0;5;1
Panama;PAN;2;23;2;3;1;2;1;1;1;1;1;5;1
Panama;PAN;2;51;1;2;1;2;0;1;0;2;0;3;1
Panama;PAN;1;20;2;1;2;1;0;0;0;2;0;7;0
Panama;PAN;1;19;2;4;1;1;1;1;1;1;1;5;1
Panama;PAN;2;68;2;3;1;1;0;0;0;2;0;3;0
Panama;PAN;1;16;2;3;1;2;0;0;0;2;0;4;1
Panama;PAN;1;59;2;2;1;2;0;0;0;2;0;1;0
Panama;PAN;2;95;1;3;2;2;0;0;0;2;0;1;0
Panama;PAN;1;32;2;3;1;1;1;1;1;1;1;3;1
Panama;PAN;1;26;2;4;1;2;1;1;1;1;1;4;1
Panama;PAN;1;45;2;4;1;1;1;1;1;1;0;4;1
Panama;PAN;1;44;2;5;1;2;1;1;1;2;1;4;1
Panama;PAN;1;18;2;5;1;1;0;1;1;2;1;5;1
Panama;PAN;1;50;1;2;2;1;0;0;0;2;0;1;1
Panama;PAN;1;15;2;1;2;1;0;0;0;2;0;2;1
Panama;PAN;1;32;2;5;1;2;1;0;0;1;1;5;1
Panama;PAN;1;38;1;1;2;1;0;0;0;2;0;5;1
Panama;PAN;1;62;2;1;1;1;0;1;0;2;0;5;0
Panama;PAN;1;22;2;5;1;2;1;1;1;1;1;1;1
Panama;PAN;1;25;2;4;1;2;1;1;1;1;1;2;1
Panama;PAN;2;61;1;3;1;1;0;0;0;2;0;2;0
Panama;PAN;1;19;3;4;1;2;1;1;1;1;1;3;1
Panama;PAN;1;25;2;4;2;2;0;1;0;2;0;3;1
Panama;PAN;1;59;2;3;1;1;0;0;0;1;0;3;1
Panama;PAN;1;51;2;5;1;2;1;1;1;1;1;4;1
Panama;PAN;1;38;2;2;2;1;0;1;0;2;0;4;1
Panama;PAN;1;21;1;1;2;1;0;0;0;2;0;7;1
Panama;PAN;1;54;2;3;2;2;1;0;1;1;1;3;1
Panama;PAN;1;32;2;4;2;2;0;0;0;2;0;3;1
Panama;PAN;2;37;3;4;2;2;1;1;1;1;1;4;1
Panama;PAN;1;37;3;3;2;1;1;1;1;1;1;5;1
Panama;PAN;1;40;2;5;1;1;1;1;1;1;1;4;1
Panama;PAN;2;36;2;4;2;1;0;0;0;2;0;4;0
Panama;PAN;1;43;2;3;1;2;1;1;1;1;1;4;1
Panama;PAN;1;69;3;3;2;2;0;0;1;1;1;3;1
Panama;PAN;2;40;2;5;1;2;1;1;1;1;1;3;1
Panama;PAN;2;60;2;5;1;2;0;0;0;1;0;4;1
Panama;PAN;1;87;2;3;2;2;0;0;1;1;0;4;1
Panama;PAN;1;35;1;4;2;1;0;0;0;2;0;3;0
Panama;PAN;2;20;2;4;2;1;0;0;0;2;1;5;1
Panama;PAN;1;19;2;5;1;1;0;0;1;2;0;5;1
Panama;PAN;1;81;2;2;1;2;0;0;0;1;1;3;0
Panama;PAN;2;79;1;1;2;1;0;0;0;2;0;3;0
Panama;PAN;1;26;2;4;2;1;0;1;0;2;0;4;0
Panama;PAN;2;40;2;3;1;2;1;1;1;1;1;4;1
Panama;PAN;2;46;2;1;1;1;0;0;0;2;1;1;0
Panama;PAN;1;20;2;5;2;1;1;1;1;1;1;5;1
Panama;PAN;1;73;3;2;2;1;0;0;1;1;0;3;1
Panama;PAN;2;27;3;5;1;2;1;1;1;2;1;4;1
Panama;PAN;1;16;2;1;2;2;1;1;1;2;1;1;1
Panama;PAN;2;52;2;2;2;2;1;0;1;1;1;5;1
Panama;PAN;1;44;2;4;2;1;0;1;0;2;0;4;1
Panama;PAN;1;45;2;3;2;2;1;0;0;1;0;3;1
Panama;PAN;2;77;1;1;2;1;0;0;0;1;1;1;1
Panama;PAN;1;36;2;3;2;1;1;1;1;1;0;5;1
Panama;PAN;2;31;2;4;1;1;1;0;1;2;1;3;1
Panama;PAN;1;34;2;4;1;1;1;1;1;1;1;4;1
Panama;PAN;2;63;2;5;2;2;0;0;1;2;0;4;0
Panama;PAN;1;67;1;5;1;2;0;0;0;2;0;1;0
Panama;PAN;1;66;2;3;1;2;1;1;0;1;1;4;1
Panama;PAN;1;72;2;3;1;1;1;0;1;1;1;4;1
Panama;PAN;2;43;2;1;1;1;1;1;1;1;1;4;1
Panama;PAN;1;62;2;2;2;1;0;0;0;2;0;4;1
Panama;PAN;1;15;2;2;1;2;0;1;0;2;0;4;1
Panama;PAN;1;61;3;4;1;1;0;0;0;2;0;3;1
Panama;PAN;1;65;2;2;2;1;0;0;0;2;0;1;1
Panama;PAN;1;71;2;2;2;2;0;0;0;2;0;1;1
Panama;PAN;1;22;2;5;2;2;1;0;1;1;1;4;1
Panama;PAN;1;52;1;1;2;2;0;0;0;2;0;1;0
Panama;PAN;2;53;1;1;2;1;0;0;0;2;0;3;0
Panama;PAN;1;81;2;2;2;2;0;0;0;2;0;3;0
Panama;PAN;1;64;2;3;2;1;0;1;1;2;1;4;1
Panama;PAN;2;65;2;5;1;2;1;0;1;1;1;3;0
Panama;PAN;1;81;1;2;2;2;0;0;0;2;0;6;0
Panama;PAN;1;67;1;1;2;1;0;0;0;2;0;3;0
Panama;PAN;1;61;2;2;2;1;0;0;0;2;0;3;1
Panama;PAN;1;21;2;1;1;1;1;1;1;2;0;4;1
Panama;PAN;2;62;3;2;1;2;0;1;0;2;0;4;1
Panama;PAN;2;18;2;2;2;2;1;1;0;1;1;3;1
Panama;PAN;2;24;2;5;1;2;1;1;1;1;1;4;1
Panama;PAN;2;71;2;2;1;1;1;0;0;1;0;1;0
Panama;PAN;1;28;2;5;1;2;1;1;1;1;1;4;1
Panama;PAN;1;34;3;1;2;2;1;1;1;1;1;4;1
Panama;PAN;2;18;2;5;1;1;1;1;1;1;1;2;1
Panama;PAN;2;70;1;5;1;2;1;1;1;1;1;3;1
Panama;PAN;1;32;3;4;2;1;0;0;1;2;0;6;1
Panama;PAN;2;21;2;1;1;1;0;1;1;2;0;5;1
Panama;PAN;1;64;2;4;1;1;0;0;0;1;0;3;1
Panama;PAN;1;35;2;4;1;1;1;0;1;1;1;1;1
Panama;PAN;2;23;2;3;2;1;0;0;0;2;0;4;0
Panama;PAN;1;20;2;5;1;1;1;1;1;1;1;3;1
Panama;PAN;1;72;1;5;2;2;0;0;0;2;0;6;1
Panama;PAN;1;24;2;2;2;1;0;0;0;2;0;4;1
Panama;PAN;2;52;3;5;1;2;1;1;1;1;1;4;1
Panama;PAN;1;29;2;4;2;2;1;1;0;1;1;4;1
Panama;PAN;1;66;1;1;1;1;0;1;0;2;0;4;0
Panama;PAN;1;32;2;5;1;2;1;1;1;1;1;4;1
Panama;PAN;1;41;3;5;1;2;1;1;1;1;1;4;1
Panama;PAN;2;57;2;5;1;1;0;0;1;2;1;3;0
Panama;PAN;1;42;2;4;2;2;1;1;1;1;1;1;1
Panama;PAN;1;55;2;3;2;2;1;0;1;2;1;1;1
Panama;PAN;2;24;2;1;1;1;0;0;0;1;0;5;1
Panama;PAN;1;67;2;4;1;1;1;0;0;1;1;4;0
Panama;PAN;2;28;2;3;1;2;1;1;1;1;0;3;1
Panama;PAN;1;50;3;4;1;2;1;1;1;2;1;4;1
Panama;PAN;2;19;2;2;1;1;0;1;0;2;0;3;1
Panama;PAN;2;32;2;3;1;1;1;1;1;1;1;3;1
Panama;PAN;2;26;3;5;1;1;1;1;1;1;1;3;1
Panama;PAN;2;40;2;2;1;2;0;0;1;1;0;4;0
Panama;PAN;2;28;2;2;2;1;1;1;1;1;1;3;1
Panama;PAN;2;18;2;5;1;2;1;0;0;1;1;4;1
Panama;PAN;1;27;1;1;1;1;0;0;0;2;1;5;0
Panama;PAN;1;50;3;5;1;2;0;1;1;2;0;3;1
Panama;PAN;1;62;2;2;2;1;0;0;0;2;0;4;1
Panama;PAN;2;18;2;3;1;2;1;1;1;2;1;4;1
Panama;PAN;2;28;2;3;1;2;0;1;1;2;1;3;1
Panama;PAN;1;15;2;3;2;1;0;0;0;2;0;5;1
Panama;PAN;2;15;2;4;2;2;1;1;1;1;1;3;1
Panama;PAN;1;69;1;2;2;1;0;0;0;1;0;3;0
Panama;PAN;1;24;2;2;1;2;1;1;1;1;1;3;1
Panama;PAN;1;23;2;3;2;2;1;1;1;2;1;4;1
Panama;PAN;1;46;1;2;2;2;0;0;0;2;0;4;1
Panama;PAN;2;88;1;2;2;1;0;0;0;2;0;4;0
Panama;PAN;1;19;2;4;2;2;1;1;1;1;1;4;1
Panama;PAN;1;65;2;4;2;2;0;0;1;2;0;4;1
Panama;PAN;2;42;2;3;1;1;0;0;0;2;0;1;0
Panama;PAN;2;48;1;1;1;1;0;0;0;2;0;4;0
Panama;PAN;1;28;3;5;1;1;1;1;1;1;1;3;1
Panama;PAN;2;64;2;2;1;1;0;0;0;2;0;3;1
Panama;PAN;1;57;2;4;2;2;1;1;1;2;1;3;1
Panama;PAN;1;40;2;4;2;2;0;1;0;2;0;3;1
Panama;PAN;2;40;3;5;1;2;0;0;0;2;0;4;1
Panama;PAN;1;48;3;5;2;1;1;1;1;1;1;4;1
